"CodProd","DescProd","CodMedEstoque","PrecoMedio"
"349429","FIO DE COBRE RET 1,8 x 10,4 PKT PARAFINADO ISOLAÇÃO ( 0,48mm) D150 MPa                                                  ",Kg   ,"17,458740"
"349430","FIO DE COBRE RET 2,2 x 4,5 PKT PARAFINADO ISOLAÇÃO ( 0,60mm) D150 MPa                                                   ",Kg   ,"21,950695"
"349431","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 0,70 x 63,5mm                                                                     ",Kg   ,"30,583398"
"349443",VARETA DE SOLDA C/ FLUXO - HLZ 500                                                                                      ,Un,"114,663300"
"349453",PLACA DE DIAGRAMA LIGAÇÃO ACESSÓRIOS - CA-21887-01                                                                      ,Un,"52,936633"
"349473","ADAPTADOR DE ROSCA A=3/4"", B= 1"", - AFL-512-FE-001 ITEM 08                                                              ",Un,
"349479",KIT MONTAGEM DE ENROLAMENTOS - EM-21760-10X                                                                             ,CJ   ,"893,379400"
"349491",PLAQUETAS DE IDENT. DOS COMPONENTES E ADVERTÊNCIA - AFL-536-FE-112                                                      ,Un,"178,884000"
"349492",TERMINAL DE COMPRESSÃO 1F-1C - 400mm²                                                                                   ,Un,"39,066895"
"349510","PAPEL PRESSPHAN 5,00 mm                                                                                                 ",Kg   ,"24,802347"
"349524",TC - PROTEÇÃO 400/5A RM - CLASSE 50VA 10P20                                                                             ,Un,"1186,908217"
"349525",TC - PROTEÇÃO 600/5A RM - CLASSE 50VA 10P20                                                                             ,Un,"618,887143"
"349526","TC- MEDIÇÃO 600/5A RM - 0,6kV CLASSE 50VA 0,3                                                                           ",Un,"932,570733"
"349527","TC- IMAGEM TERMICA 760/2,5A - CLASSE 25VA 3,0                                                                           ",Un,"350,259500"
"349528",CALÇO LATERAIS DO TC - TP-21013 12 IT 03                                                                                ,Un,"15,430000"
"349529",CALÇO LATERAIS DO TC - TP-21013 12 IT 04                                                                                ,Un,"15,430000"
"349530",CALÇO LATERAIS DO TC - TP-21013 13 IT 04                                                                                ,Un,"27,225000"
"349531",CALÇO LATERAIS DO TC - TP-21013 13 IT 05                                                                                ,Un,"27,225000"
"349532","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 1,50 x 85mm                                                                       ",Kg   ,"14,521500"
"349533","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 0,60 x 54mm                                                                       ",Kg   ,"22,125700"
"349534","BOBINA ALUMÍNIO LIGA 1050 TEMPERA O - 1,40 x 38mm                                                                       ",Kg   ,"14,876580"
"349560","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,20 x 60mm                                                                       ",Kg   ,
"349561","BOBINA DE FILME POLIÉSTER MYLAR ø76 x Ø300mm - 0,05 x 70mm                                                              ",Kg   ,"23,169310"
"349562","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,40 x 950mm                                                                      ",Kg   ,
"349575","PLACA DE IDENT AÇO INOX 1,5 x 160 x 160mm - AFL-537-FE-285                                                              ",Un,
"349578",PLACA DE LIGAÇÃO EQUIPAMENTOS AUXILIARES - AFL-531-FE-092                                                               ,Un,"54,450000"
"349613","RADIADOR ALETADO GALVANIZADO A FOGO - 3"" 30 ALETAS x 1450 x 2160                                                        ",Un,"2073,760000"
"349615","RADIADOR ALETADO GALVANIZADO A FOGO - 3"" 28 ALETAS x 1450 x 2105                                                        ",Un,"2073,760000"
"349621","BOBINA ALUMÍNIO LIGA 1350 TEMPERA O - 0,50 x 950mm                                                                      ",Kg   ,"21,584227"
"349629","LUVA REDUÇÃO GALV.FOGO FÊMEA x FÊMEA 2"" x 1.1/2"" BSP                                                                    ",Un,"23,141000"
"349631","LUVA REDUÇÃO GALV.FOGO FÊMEA x FÊMEA 1.1/2"" x 1"" BSP                                                                    ",Un,"13,122000"
"349635",KIT MONTAGEM DE ENROLAMENTOS - EM-21602-01X                                                                             ,CJ   ,"2506,574900"
"349636",ENROLAMENTO BT- EM-21602-02X                                                                                            ,Un,"709,521467"
"349637",ENROLAMENTO AT- EM-21602-03X                                                                                            ,CJ   ,"970,288734"
"349667","PLACA DE IDENT ALUMINIO 0,8 x 105 x 148mm -  AFL-537-FE-286                                                             ",Un,"31,760000"
"349668",ISOLANTE DO NÚCLEO CALÇO LATERAIS - MN-21010 13                                                                         ,Un,"105,977448"
"349669",CALÇO NÚCLEO / TIR. HORIZONTAL - MN-21010 14                                                                            ,Un,"44,865046"
"349670",CALÇO NÚCLEO / TRAVESSA -  MN-21010 15                                                                                  ,Un,"69,942933"
"349679","PLACA DE IDENT AÇO INOX 1,5 x 160 x 160mm - CA-21885 00                                                                 ",Un,"63,520000"
"349683",ISOLANTE DO NÚCLEO CALÇO NÚCLEO CINTA - MN-21010 12                                                                     ,Un,"42,351480"
"349684",CALOTAS DO NÚCLEO - MN-21010 16 ITEM 01                                                                                 ,Un,"46,258358"
"349685",CALOTAS DO NÚCLEO - MN-21010 16 ITEM 02                                                                                 ,Un,"52,576667"
"349686",ISOLANTE DO NÚCLEO CANAL DE ÓLEO - MN-21010 19                                                                          ,Un,"1704,602350"
"349687","EIXO P/ RODA AÇO SAE 1045 - Ø7/8"" x 85mm - AFL-387-PT-001 ITEM 02                                                       ",Un,"4,278163"
"349692",TINTA 025 W - ZINCO CINZA - PISTOLA - COMP A                                                                            ,L    ,"35,133111"
"349693",TINTA 025 W - ZINCO CINZA - PISTOLA - COMP B                                                                            ,L    ,"35,133111"
"349695",TINTA 021 W - ZINCO MICACEOS - COMP A                                                                                   ,L    ,"49,506405"
"349696",TINTA 021 W - ZINCO MICACEOS - COMP B                                                                                   ,L    ,"67,587205"
"349700",TINTA 036 W - VERMELHO - COMP A                                                                                         ,L    ,"38,712766"
"349701",TINTA 036 W - VERMELHO - COMP B                                                                                         ,L    ,"38,587141"
"349706",TINTA 014 W - PRETO - COMP A                                                                                            ,L    ,"26,381389"
"349707",TINTA 014 W - PRETO - COMP B                                                                                            ,L    ,"25,460000"
"349735",SUPORTE DE CABOS LADO BT - PA-21010 02                                                                                  ,CJ   ,"3564,650850"
"349736",ISOLADOR PARALELO EPÓXI M10 - APA-283-MP-003 - ITEM 01                                                                  ,Un,"15,690000"
"349746","CORPO ISOLANTE AT 36,2 kV 160A T2 09 SAIAS                                                                              ",Un,"87,202787"
"349749",SUPORTE DE CABOS LADO AT - PA-21010 03                                                                                  ,CJ   ,"3928,713350"
"349750",SUPORTE DE CABOS LADO AT LATERAL - PA-21010 04                                                                          ,CJ   ,"509,600600"
"349770",RADIADOR ALETADO - ATQ-384-PT-217 - 900.88.200.10-SF                                                                    ,Un,"396,140820"
"349771",ANÉIS INFERIORES - PA-21010 01                                                                                          ,CJ   ,"7130,352800"
"349851","LUVA 1"" BSP - ATQ-353-PT-004                                                                                            ",Un,"9,074000"
"349880",PLAQUETAS IDENTIFICAÇÃO INOX  DOS ACESSÓRIOS - CA-20002-11                                                              ,Un,"155,112200"
"349881",CALÇO BOBINA S/ CANAL 30 x 40 x 90 x 90mm                                                                               ,Un,"0,998246"
"349908","PLACA DE IDENT ALUM ANOD 0,8 x 105 x 148mm - AFL-537-FE-287                                                             ",Un,"5,066136"
"349914","PLACA DE IDENT ALUMINIO 0,8 x 105 x 148mm -  AFL-537-FE-288                                                             ",Un,"6,385647"
"349915",MONITOR TORQUE COMUTADOR - SDM-I - ZC-0080 ITEM 01                                                                      ,Un,"25291,208425"
"349916",TC EXTERNO CLIP ON TIPO JANELA SECCIONÁVEL (SPLIT CORE) - TC EXT - ZC-0080 ITEM 02                                      ,Un,"429,240485"
"349917",TP AUXILIAR P/ SDM - TP AUX - ZC-0080 ITEM 03                                                                           ,Un,"421,175740"
"349918",MONITOR NÍVEL DE ÓLEO DIGITAL- MNO 2 - ZC-0081 ITEM 01                                                                  ,Un,"2109,022865"
"349919",CONVERSOR DE MÍDIA - ADAM 6541 - ZC-0082                                                                                ,Un,"1047,600000"
"349920","FONTE CHAVEADA BIVOLT PRO ECO 72W, 24V, 3A - CÓD. 1469470000 - ZC-0083                                                  ",Un,"568,303510"
"349921",DISJUNTOR CAIXA MOLDADA (25A) - LV426201                                                                                ,Un,"488,913333"
